"text","screen_name","id","polite"
"@JnrDeslandes777   Uriah Gardner, 17 of Mitcham stabbed 17 year old Fico Dougan in Croydon last year. Read more: http://t.co/vMg1W1X9Ie","suzanneshine",468787273233092608,"polite"
"10 things other politicians shouldn't say if UKIP wins tomorrow http://t.co/iS0rIqvjkv @DanHannanMEP Should step over to UKIP.","dkenstone",470793930666016768,"polite"
"@DeanMThomson @brewer_lar @PhilipWalters9 @DavidCoburnUKip Which 2010 manifesto policies were nutty?","frank_fisher",470306595348701184,"polite"
"@nickgriffinmep @David_Cameron You called him a bastard yesterday.","needashrink68",462664001340833792,"polite"
"@TimKirkhopeMEP FINDINGS Wk1 Apprenticeship Reforms Impact Survey 90%  decrease in apprenticeships Opportunities http://t.co/79ZkMEGXek RT","App4England",465951959347118080,"polite"
"@lynnettekelly yahoo! go go sistah..........!","LW4WM",470583135764504576,"polite"
"@WhitneyMayBower @nickgriffinmep he's a real bell end isn't he.","BenjaminJTrout",462494731466203136,"impolite"
"@Kaeli37 @MCS_Corporate I wouldn't trust our ministers to even open a pint of milk properly","andrewmcneilis",467561073911296000,"polite"
"@alexlmayer @EofELabour Very sorry u did nt make it to be my MEP- a talented decent person like u Alex has a place in public life.","MalachyPakenham",470679900702380032,"polite"
"@JGregory610 @UKIP @Nigel_Farage @powell_powwer Set to record. I have to study today. #","charliematta_",465423111505342464,"polite"
"@Youth_Justice Check out &amp;RT the 1st youth manifesto of any of the UK parties.  #votegreen  #votegreen2014 #youth http://t.co/BUOV6atHpP","green_ballerina",466238816391819264,"polite"
"@pdbrewer @curiousc @ValpearceBHCC @HansardSociety Maybe at some point tech will make it possible - but not currently.","jasonkitcat",471380651808419840,"polite"
"@GoldenOldieC It seems so!","MargotLJParker",466538702161059840,"polite"
"""@chrisshipitv:Ukip confirm @Nigel_Farage has pulled out of his campaign trip to Croydon because he ""wouldn't feel safe"""" Man knowss","OfficialSheikh",468762013657993216,"impolite"
"@LW4WM @IanAustinMP @sandwellleader @JSeymourUKIP you really should explain to us about expenses Linda as ur the expert I'm told","DeanPerks",467049680543965184,"polite"
"“@Nigel_Farage: There are two things in life I can't bear. David Cameron and unpolished shoes. http://t.co/gUoQnfns29” @BoyleBuzzin","KyleFreeman95",462378742145634304,"polite"
"@ScotClimate @janemccourt1 yes I am not going to get much sense from you, will read some Hayek who is a good critic of lefties like me!","Anothergreen",469100375547863040,"polite"
"@mickfealty @JimAllister knows Joe Farage very well? @Nigel_Farage http://t.co/yUAfk89Fq4","kateyo",468033981926363136,"polite"
"@aIexb1 @UKIP @tdgch We've had huge interest from European media.  Swiss.  Dutch.  Danish.  Euroscepticism is trendy across the continent.","RogerHelmerMEP",469234286982615040,"polite"
"“@PosEastPaul: Thatcherism stood for grammar schools? #marrshow..As Ed Sec she comprehensivised more grammars than anyone else!!”  True","NSinclaireMEP",473023756592758784,"polite"
"@NathanGillMEP sad that there are so many opponents who do not understand what is at stake over next generation","Belief4Truth",470189513411923968,"polite"
"ICM Euro-poll for Guardian: Greens in clear fourth place on 10%; Lib Dems languish on 7% #EP2014 http://t.co/2YH18VUwue","Molly4Europe",465957306048331776,"polite"
"@Maidenheadlab @EuroLabour @AnnelieseDodds @JohnHowarth1958 @jamesswindy @FarahNazeer thank you","emilywestley",469433973819863040,"polite"
"@paulhutcheon thnkx","DavidCoburnUKip",465431594111877120,"polite"
"@AbleNotDisabled @lowles_nick @j1mbobber @hopenothate @Nigel_Farage they are the worst kind","Samsoprano30",465566088026406912,"polite"
"@SpencerPitfield @AG_ThorpeApps @vickyford @DCBMEP @GVOMEP Thank you Spencer","cllrtomhunt1",470922696818442240,"polite"
"@veaskey @Nigel_Farage you are entitled to your opinion - I agree that Farage will win the eu election but he won't win the general election","warnera09",469604070643466240,"polite"
"@Nigel_Farage Go get em Nige. If you were not a threat to the status quo they wouldn't attack you. &amp; tell them to leave your poor wife alone","MrShigglesworth",467693308446130176,"polite"
"How about a wee response for a change @JimAllister or are you too much of a bitter old coward?","sohanlon07",471018608878190592,"polite"
"@voterossbrown how do we move away from tribal politics and into the 21st century?","mmg8484",466305063062102016,"polite"
"@mikebro30816865 @gavtheukip @Nigel_Farage totally, but hes been backed into a corner and to flintch will show weekness/fear = bad pr","marttheGreat7",464417896769523712,"polite"
"@nickgriffinmep's account being hacked as we speak!","DannyCasio",462720353429909504,"polite"
"RT '@AshleighWeir_x: I've supported Vote TUSC on May 22nd on @ThunderclapIt // @davenellist http://t.co/D5qJvGtXrO","davenellist",463981888483258368,"polite"
"@PeterActual @YesScot89 ??? Has @DavidCoburnUKip been letting his belly rumble with his mouth open? Go back to London if they'll have you...","retro_retro",473141050920681472,"polite"
"@RogerHelmerMEP An absolute disgrace. VERY disappointed of my home town.","OliviaGE",470889856512843776,"polite"
"@cllrakhan @Karen_Broady @LabourNorthWest @guardian  pharmacy is not utilised to support the gp that's why money is wasted on other matters","djklyde",464771220488343552,"polite"
"@EnglishGoose @WelshToy @AlwaysBlueLou @Tesco It is the same God worshipped by Christians, so not applicable. Corinthians 10:25- read it.","dez_ombie",465210640400146432,"polite"
"@stephenpglenn @sinnfeinireland @duponline @uuponline @JimAllister @UKIP I lol'd at this","niblockSDLP",462558375021395968,"polite"
"@MHarbuz @scottamylola @george_ukip @JaniceUKIP Please re-read your own tweets, if that is not too difficult.","beeunreal",469491617578356736,"polite"
"@NI21Online @allianceparty @GreenPartyNI @naomi_long what you thinking?","voterossbrown",466998762624540672,"polite"
"MT @DuncanMackay: @richardhowitt good luck today Richard, I met you in Harlow on Thursday. Hoping for the right result today! &gt; Many thanks","richardhowitt",470583625910861824,"polite"
"@EyeEdinburgh It seems to have escaped you that we still live in Gt Britain???","DavidCoburnUKip",465848705795784704,"polite"
"@FeelTheCritique Tonight around 10pm. The count is starting regionally at 3pm and I think results start trickling in around 8.30","green_ballerina",470555461985775616,"polite"
"At the allotment. At least the weedkiller seems to have worked.","NickiBrooksx",470565414284820480,"polite"
"@MarrShow  In a UK first voters are being given ballot papers with a QR code http://t.co/MzTVd6EfiM #EP2014","fulviajames",467399611100192768,"polite"
"@TimKirkhopeMEP Hi, Hull, City of Culture 2017 pt closure of a museum. Please sign the petition? http://t.co/PSrDi6bv5r #Jobs  #GovtCuts","shanedgj",466318414102138880,"polite"
"@TheZephyrus1969 @gavtheukip Calling UKIP Racists incessantly is not what I would call a sustainable or credible political campaign","DavidCoburnUKip",469839883012698112,"polite"
"It's great to see @Tim_Aker has almost 2K more followers than the timed out @JackieDP 10 months and counting :-)))","deanprhodes",470866871085170688,"polite"
"@Ontablets doesn't make me or @GerardBattenMEP personally responsible for everything he does. Have you asked him why he's not attending?","DonnaInSussex",466348494547353600,"polite"
"@DavidCoburnUKip @MargotLJParker @NeilUKIP @glynpj Inherited stupidity?","CarlWil35586309",462887767509569536,"polite"
"@Nigel_Farage Don't answer the 'phone, get a beer and let the brilliant @SuzanneEvans1 or @oflynndirector or @paulnuttallukip take over.","____Spunky____",469350000997437440,"polite"
"Happy to see @nickgriffinmep on TV blaming everyone else for his racist party's death. Enjoy the bus home, you half-baked, crap Nazi.","sowadally",464734988001624064,"impolite"
"MALAYSIA: 15-year-old girl savagely gang-raped by 38 Muslim men http://t.co/LH3eTtGhgA @GailDines @maryhoneyball @bindelj","yiquai",472652464576294912,"polite"
"@marcuschown @shirleykay11 he has cut local cash to point that w/dens in s/housing will soon not exist and even said do not give to beggers","publicelder",465582487612456960,"polite"
"@markjlittlewood @dick_puddlecote It is not compulsory to pay it. No body has to own a TV if they don't want to.","BelindaBG",472165793023918080,"polite"
"@gellerby ask @AngryBeetham to fire its lasers at them. SERIOUS.","allnutt_eu",473216982696087552,"polite"
"@davejmurphy @shales73 Just as the BNP became UKIP, so Britain First aspires similarly. We must stay vigilant. #VoteGreen2014","pippabartolotti",465108457570721792,"polite"
"@DavidWLincoln @bigsloane @DavidCoburnUKip @Nigel_Farage I agree with him race does not come into it,its a question of sovereignty/ identity","purpleline",472438616724353024,"polite"
"@JohnHowarth1958 @britinfluence Thanks John!","maryhoneyball",465864777697591296,"polite"
"@Tim_Aker Newark next. Then 2015 and the balance of power! #TimeforUKIP","JulianFoster8",470885644190117888,"polite"
"@Nigel_Farage Hope . . . . . .","mattq33",469253394683944960,"polite"
"Thanks to @mailout for asking me lots of hard questions about the arts in UK &amp; EU! You can read my answers here. http://t.co/vSxXUGuqP0 …","julie4nw",468435933403287552,"polite"
"""@BobbyAnwarX: ""@DavidCoburnUKip: Hello - Heeeeeeeerees Nigel!! https://t.co/K6jzzLPEBY""""","UKMegaMall",471118952106827776,"polite"
"@IainMcGill @daftquine @YesScotland @theSNP I just bought paint and plants yesterday!  Go B&amp;Q","LadyCarolMason",472656830339235840,"polite"
"@EminM815 of course!","CharlesTannock",470909061379399680,"polite"
"Ms Kirpal Kaur is voting Labour on Thursday @LondonLabour @ClaudeMoraesMEP @Lucy4MEP @SebDance @maryhoneyball #EP14 http://t.co/a1ZPVZAlIr","KamaljeetJandu",468826644992778240,"polite"
"@janeknitsart Yes!","richardhowitt",470718220744523776,"polite"
"@huxley06 It does but many of the problems there in other places where there have been convictions have had easy postal votes at heart.","jasonkitcat",473165346598567936,"polite"
"@UKIP @Nigel_Farage Yo. Loved Mr Farage tonight on QT. Jus joined up for BNP online. We'll win dis brothers. VOTE BNP AND MR FARAGE 4 PM","CrispinShape",464535640936570880,"polite"
"@TheMainstand @BarryAnderson_ rapid fire Rod Petrie, conspiracy theories &amp; David Walker?!? That's top tweeting!","IainMcGill",472470342737604608,"polite"
"@TWJGrey Yep.","DanHannanMEP",467570714053472256,"polite"
"@JillEvansMEP Llongyfarchiadau, Jill!","JGGreenBay",470959586380623872,"polite"
"@bnp @britdems @EssexNF @londonorganiser
""You are not one of us""
""You are underbred, Sir""
http://t.co/kxiphjYtZF http://t.co/gxq46j47cH","IC3BlackEurope",464912055880142848,"polite"
"@ThompsonBStE @vickyford Many thanks Peter. Will be an interesting night tomorrow! Best Dcb","DCBMEP",470111046322388992,"polite"
"@JonathanArnott NE vote is looking strong... I wonder did the strong euro candidate help?","Bannsiders",469621765522870272,"polite"
"@waddesdonbaz @DianeUKIP hb barry! One more flag up the cliff!","justinpgdr",468318099989884928,"polite"
"@JaniceUKIP Stupid bint","Raver_Rich",468392013940162560,"impolite"
"@BethMKnowles thank you Beth","SteveCarter001",470884362456936448,"polite"
"@Tom_Gann Politics has to be about practical interventions in a given context.","Anothergreen",471747380602478592,"polite"
"The greater the lie the greater the chance it will be believed eh @Nigel_Farage #bbcsp","Otto_English",465439374822633472,"polite"
"99 'Likes'.  Who will make it 100?","cpasoutheast",465891624577695744,"polite"
"@mrjamesob just made @Nigel_Farage look a right mug http://t.co/Y3hdrPxW8A","ElliotDugdale",467303569394528256,"polite"
"@quinn_drummer @flcro @WomenDefyUKIP @SLATFascists @JaniceUKIP @oflynndirector  Is Gerard Batten UKIP's Chief Whip?","suzanneshine",467722646248230912,"polite"
"@dejavousagain @oflynndirector @Nigel_Farage @UKIP It's mainly for the aim of piss taking.....and my own shits and giggles.","BigAlexJones",469843319233986560,"impolite"
"@PaulaW1874 @allan1874 the radical road. Glad it's reopened.","IainMcGill",469941890004312064,"polite"
"@GoodallGiles - are you one of those paid EU trolls. You sound like one.","TaleahPrince",469161773602709504,"polite"
"@MikkiL Many Thanks Marilyn","DavidCoburnUKip",469085922831892480,"polite"
"@StephenGethins-LibDems must be honest on Westminster EU threat #EP2014 #voteSNP and make Scotland's mark in Europe  http://t.co/GzF3Fx3sLG","TasminaSheikh",463442813183873024,"polite"
"@DavidJNoble So many people are turned off by the Patrick Mercer scandal - embarrassing really","DavidCoburnUKip",472849975718998016,"polite"
"@danielrhamilton @Conservatives @Fletch_1976 @AlexJFinney Thanks so much for coming out with us Dan","sallybennett420",462887201073037312,"polite"
"@TabithaBrowne @Radical_Indy Edinburgh protests Edinburgh -not as radical as you think Want to Leave EU &amp; join EFTA http://t.co/40KbIELqFv …","DavidCoburnUKip",463974520597278720,"polite"
"@BonnieCraven @ClaudeMoraesMEP @Lucy4MEP @lucyAnd @SebDance @sanchia4europe @IvanaBartoletti thanks for all your work Bonnie!","maryhoneyball",470828349674520576,"polite"
"@LilianGreenwood @FoDS_Group  truly stunning.","NickiBrooksx",471247957036392448,"polite"
"'@TimMontgomerie right-traditional doesn't equal homophobic, yet many homophobes like @RogerHelmerMEP hide behind it http://t.co/pdtjncf6Oi","josephwillits",471347454332661760,"polite"
"@DonnaInSussex @Jim_Watford @LeftFootFwd Brilliant piece of spin - you should be working for LibLabCon - well done","PhilipWalters9",465813882779762688,"polite"
"@raymondfinch well done Ray and to all your colleagues","brianbower11",470860427497574400,"polite"
"@VincentN15 @denismacshane Do you really how silly you sound?","danielrhamilton",466287709238337536,"polite"
"@harrycroft1 @DinoFancellu @Mr_S_Clean @Nigel_Farage @GerardBattenMEP you call your attitude tolerant do you?","citizenx99",466333918686609408,"polite"
"@tonyclewes Tenerife is reassuringly full of tourists. It's an acceptable 26℃ ; ) @nigel_farage","AhmedTheCat",468667165831606272,"polite"
"I believe in peace and freedom! She was talking about me! Thanks Conchita!","DonnaInSussex",465257353961803776,"polite"
"@DavidCoburnUKip Good luck David","pilninggas",469525016112287744,"polite"
"Oops, @KittyBerry95 is arriving in 3 hours and the house is a tip. Better get some housework done","katrinamurray71",469779634746564608,"polite"
"@theeububble @ClaudeMoraesMEP @Lucy4MEP @SebDance @IvanaBartoletti @KamaljeetJandu @sanchia4europe @biondi4europe many thanks","maryhoneyball",470660582350524416,"polite"
"@AimforAwesome keep safe hope they don't cut off Twitter. From the feedback i've heard so far is that this is going to go on for 3 months","suzanneshine",471600718433239040,"polite"
"@auntysoapbox @ImGregCook @DavidCoburnUKip @LBC  families filling in other members slips. Nursing homes,learning diff ,non existent people","GrahamKarin",464710937896046592,"polite"
".YHGreens @markthomasinfo All my fav comedians are Green then :-) Mark -it would b great if u could tweet etc 2help boost the #votegreen2014","green_ballerina",469081369034117120,"polite"
"@islingtonlloyd @ClaudeMoraesMEP @Lucy4MEP @SebDance @LondonLabour Thanks Lloyd!","maryhoneyball",469376285102587904,"polite"
"Did u meet my character Miss Amy Neale yet? @YourSuffragist Follow her to interact with a changemaker from the past in the now! Touring soon","LocalRachel",466308228088078336,"polite"
"@andcsense @Nigel_Farage Sainthood for Nigel?   ;-)","BarryMeard",470825284879810560,"polite"
"@Nigel_Farage Has made it into the history books…epic","dvk1970",470683388559761408,"polite"
"@Angel4theNorth voters saw through the lies. Haven't forgiven lib dems for allowing the Tories to run roughshod over the working classes","BoroGuySi",470948822747979776,"polite"
"@scarletharlot69 @clrandrewcooper @ViridisLumen1 @shanoakes us too.  Eastern","FionaRadic",470672500138188800,"polite"
"@shazzyrm @GregRowell @Nigel_Farage but what he 'did' doesn't apply to what he said, it's very different circumstances","JohnPaull_",464685327832334336,"polite"
"@citizenx99 @Jude_KD @PaulBrannenNE while the Tories promise us everything IF THEY WIN NEXT TIME? Don't be fooled by them.","mymbletroll",470695965708800000,"polite"
"@DPJHodges @andrewmcneilis Oooh look at Spellcheck Dan How're your feathers doing, Dan? What's left of them, I mean. https://t.co/cKZ1Jg9YkV","Jean_de_Valette",469903106847694848,"polite"
"@__Hari__ but remember our resources are limited to membership fees &amp; donations, we have no millionaires paying for billboards ;)","GoodallGiles",463617338756300800,"polite"
"@jennieTindall @CulliganPA many virtues in diversity!","Anothergreen",469959311742234624,"polite"
"@CulliganPA Conclusive evidence of the author's basic argument - her parents were driven to vote for UKIP. You can't argue with that logic!","chesterwriter",463693093662121984,"polite"
"@MichaelPDeacon Oats and berries good, millefeuille bad","GawainTowler",464670700222308352,"polite"
"@GrumpyDenier @Fenbeagle @lorddeben @benjamincohen @pinknews Always RT Lord Deben - He must have added 2/3% to UKIP result overall","DavidCoburnUKip",472342885934067712,"polite"
"@Dangermouse_UK @Michael_Heaver @UKIP ivory is traded illegally internationally you moron do some research","pkryder",468538068178583552,"impolite"
"@Green_Adz87 ..and they are very far right. Greens don't need to give them the veneer of respectability.","pippabartolotti",464868016707342336,"polite"
"@sarah_edmunds it's not - it's a film score! FILM SCORE! @ClassicFM","DonnaInSussex",472811794495733760,"polite"
"@johnerskine that is very promising news then, further congratulations!","HadleighRoberts",462622013916729344,"polite"
"Dear @NaturalEngland, why are you stitching up the robins? asks @clrandrewcooper, Environment, Green Party. #RSPB... http://t.co/ljtdlAImqN","SheffieldGreens",469042482878357504,"polite"
"Hahahaha @nickgriffinmep has been hacked, what a bellend","daavlawson",462358076608512000,"polite"
"@faro0485 @dennydedog @mikkiconnors You have used your platform on social media as a UKIP representative to share very insensitive views.","suzanneshine",471199274773278720,"polite"
"@davidisky you would be best asking @Tim_Aker he is head of policy-bare in mind re Scotland we're still putting policy together-dif laws etc","Casumptious",470194323825627136,"polite"
"@Nigel_Farage @CrustyDinosaur @Telegraph and the fools will still vote for the parties intent on pushing us into the EU","kgeorge1979",462564243976757248,"polite"
"@GrumpyDenier Thanks - Of course we must never allow prejudice ;like to get in the way of fact","DavidCoburnUKip",463242279814434816,"polite"
"@suzanneshine It really depends on how and in which context it's used though and the was the point of the article. Reclaiming the word.","JoshuaBonehill",465444533787193344,"polite"
"Nick Griffin &amp; BNP showed true colours last night at declaration when jeared by Lab/Cons with scary fascist salutes &amp; 2 finger signs","Helen_Bashford",470869988103163904,"polite"
"@vickyford @EasternRegionCF @JonCollett fantastic!","Canning_",462637054925758464,"polite"
"@DavideDenti no thanks. I understand u may find ur sarcasm intellectually funny but twitter users understand my predicament.","SHKMEP",466942216272097280,"polite"
"@UKIP @Nigel_Farage I wonder how many votes you lost in London with it being on under the bottom fold on it's own","CronFlakes",469451528986980352,"polite"
"@Nigel_Farage I have!!","eagle44",469401843567960064,"polite"
"@cllrakhan  US/EU trade treaty - support Labour's NHS exemption clause. Vote Labour in the European  http://t.co/D0AKsjsrN2","MGreenwoodWW",462942972984954880,"polite"
"@mdbuk Not Gay lobbyists NO - most are and doing it well of course","DavidCoburnUKip",470543033520644096,"polite"
"@Tim_Aker Not in the EP though. You know as well as I do that there's a job of work to do in Brussels and UKIP MEPs are asleep at the wheel.","danielrhamilton",464043082262933504,"polite"
"@UKIP @Nigel_Farage what flag flies over Sheffield town hall? Not the British one. http://t.co/xc7lG9whyO","LiamPond",464680321632710656,"polite"
"@VBrotherton @OxPolicy See you there!","catherinemep",471695267910414336,"polite"
"@richardcalhoun Any kind of discrimination is wrong, Positive or Negative","NathanGillMEP",472077107993260032,"polite"
"@captain_europe: if BBC anti-UKIP, why is Farage on @bbcqt almost every week?","SarahLudfordMEP",468444136623050752,"polite"
"@wiffen @lenathehyena @DavidCoburnUKip Er, I didn't. Exactly the opposite actually. Read the tweets properly and then apologise to me","akmaciver",470878572564213760,"polite"
"People voted for @Nigel_Farage because he puts a pint on his head, apparently. #bbcqt","thedailysarah",472145861250924544,"polite"
"@willcoxDP humane animal cruelty doesn't exist!","veganfishcake",464876571531427840,"polite"
"@chrisshipitv @maturefinancier @Nigel_Farage Young students tend to have very simple view of world. Media assault on UKIP has been savage.","RupertScott21",470917288246644736,"polite"
"@geeoharee Hell doesn't yet exist, so @DanHannanMEP is concerned with the more immediate existence of bankruptcy. You know what they say...","TomPettinger",463963871121002496,"polite"
"@kevosullivan07 even on the 22nd! :-) Thanks!","NSinclaireMEP",467749665539358720,"polite"
"@StuartAllenFCMI back on tomorrow as well on the daily politics :-) seems people keep seeing me everywhere at the moment...","NSinclaireMEP",468467404516114432,"polite"
"Stan Collymore gets it - he is English NOT British http://t.co/QZ9NTQYR6g","KSillsEngDem",471783330162442240,"polite"
"@pippabartolotti zero 0 green councillors in Wales 0 AMs 0 MPS Pippa hasn't even got a green party branch in Newport","greengranma",469171253258244096,"polite"
"@PeterCranie @GreenJennyJones @clrandrewcooper @Molly4Europe Thanks for replying. It's a deal breaker for me, but I appreciate your time!","narrowboatlucy",469537823696355328,"polite"
"@DavidCoburnUKip Looks like focus is being put on brits living abroad but it doesn't hide the fact of issues here.","hannahjames40",465429624588361728,"polite"
"@ProfBenWalker @GawainTowler @SuzanneEvans1 @JonathanArnott @star_pumpkin And back at the one. The only: @ShneurOdzeUKIP","PaulJamesOakley",462660450254327808,"polite"
"Now in Stone. A beautiful place! #staffordshire","NSinclaireMEP",462565175766556672,"polite"
"@ukpoliticking @PaulOnPolitics @Nigel_Farage true democracy? psst.","UKiPNews",470822074404339712,"polite"
"@joehill27 No, we state we want a points based system, which doesn’t discriminate on grounds of race, religion or country of origin etc.","ShneurOdzeUKIP",471079313161588736,"polite"
"@Andrew_Duff_MEP Please will you pledge to take action against excessive corporate influence in the EU? http://t.co/in7FBrivGW #pforp","wwwcaatorguk",466607581822464000,"polite"
"@JaniceUKIP This was the chap who referred to gay people as an abomination before god, I don't think he was Ex-BNP.","99_hp",462638874691661824,"polite"
"“@Nigel_Farage: If you haven't already there's still time to vote. Vote UKIP and cause a political earthquake.” This guy makes me laugh","officiallE_M",469583984314556416,"polite"
"@warnera09 @Nigel_Farage when people struggle with school places, housing, GPs and hospitals struggling under the weight of immigration.","veaskey",469598485420208128,"polite"
"That's an awfully prominent picture of me in the Mirror. http://t.co/ZfiUBoC2MT :S","gwalkden",469594319339667456,"polite"
"#NI EU so far  @MEPStandingUp4U SF 137,000 @DianeDoddsMEP DUP 95,000 @AlexForEurope SDLP 67,000 @JNicholsonMEP UUP 63,000 #VoteNI2014","VoteNI",470960244974428160,"polite"
"@LW4WM @IanAustinMP @sandwellleader @JSeymourUKIP you really should explain to us about expenses Linda as ur the expert I'm told","DeanPerks",467049680543965184,"polite"
"@IvanaBartoletti @sanchia4europe Take care hun and yes we must catch up for costa coffee soon xx","KateOsamor",470841380060008448,"polite"
"@RedHotSquirrel @milroy666 Same applies for racist Lib Dems and racist Labour party supporters.","BrumPolitics",464859721644920832,"polite"
"@deanofsurrey @trevdick @knocker11 No to both of those.","antonyhook",465194209881100288,"polite"
"Speaking @iEngage hustings w/ @SebDance &amp; Sheila Lawlor, asked for confidently standing up against populist parties. http://t.co/2gFHYLQGV7","tozen",467040372452261888,"polite"
"Rolands Brize given life sentence for attacking woman on Myton Bridge in Hull | Hull Daily Mail http://t.co/BGUw3bkceY via @po_st","Mike_Hookem",466970583461154816,"polite"
"“@jonathanfryer:London @LibDems Eurolist @SarahLudfordMEP, me, @DrDickyD,@AnujaPrashar,@RosinaRobson,@tozen, @simon4europe &amp; @mattjmclaren”","AnujaPrashar",468611964210806784,"polite"
"@ukipwebmaster oh shush","GawainTowler",463411066912137216,"polite"
"@Nigel_Farage @JaniceUKIP is that issues of concern to racist British people? Or issues of concern to every British tax payer?","ashleyfrieze",467822112309534720,"polite"
"@DanHannanMEP Can you demonstrate that you do want power decentralised, as opposed to merely centralised at Westminster instead?","PeteBeaumont68",465845745720258560,"polite"
"Great to see @nickgriffinmep has turned over a new leaf and has in no way been hacked. He's so tolerant now, I might even vote for him!","piley_",462658138806956032,"polite"
"Household debt is Britain’s hidden timebomb  - growing trade deficit shows recovery is fake - via @Telegraph http://t.co/JPdyorvRCC","AWAHStevens",464748318011043840,"polite"
"@nickgriffinmep go away you fat ugly troll. Go home and eat a bowl of black dicks.","Itsthenob",470689925902663680,"impolite"
"@stephenkidd56 A week is a long time in Politics - 3 years an eternity","DavidCoburnUKip",468041162901970944,"polite"
"@holyroodmandy @greigforbes @JohannLamont @AlexSalmond @Nigel_Farage Nothing surprises me about this vile horrible lying bastard of a woman","wilsoncov",470941854629101568,"impolite"
"@YadBYadUK @CiFWatch @charlesfrith I agree Yad it is &amp; have sent messages and tweets condemning abusive racist language &amp; blocked tweeters.","julie4nw",468043569232904192,"polite"
"@timothy_stanley didn't know they had any in the first place.","DonnaInSussex",469613662962200576,"polite"
"@goonermint @professorgeoff @Jude_KD No effort here either. Had the Tories round, but no canvassing from Lab","bestboomer",469576896154730496,"polite"
".@TerenceMcleod @j_de_landtsheer she is a diversity dictator perhaps? Or  liberal who joined what she thought was a libertarian party #UKIP","Anothergreen",466499620978569216,"polite"
"@KSBScotland @CleanUpScotland @LetsCleanUpEU our pleasure","C_Stihler_MEP",465072861766758400,"polite"
"@ExtraBold @NickThornsby He's likely to have a better night than us, Joe. But NB, Nick C - I'm happy to be a Baron to vote for abolition!","Tobbes73",470692244727791616,"polite"
"@southstaffs Thank you for thinking of me. I'm sorry but unfortunately I have a prior commitment. However do think of me for future events.","anthea_mcintyre",466972303038119936,"polite"
"Grma @Bogsideandproud @MEPStandingUp4U have yis any pics where I don't look like I'm barging...?","gildernewmp",464021030126641152,"polite"
"@Norwayhornet @Nigel_Farage I couldn't find out who it was either, so I went for the man at the top. Many people have rose-tinted view of GS","Sirhornet",473059209408675840,"polite"
"@dr_megalomaniac @Sue_Mallender @wepromiseEU Greens support your campaign. Emailed to sign. Sadly emails not good enough. Only signed form","KatBoettge",467002072110727168,"polite"
"@LouiseBaldock @Jude_KD here here jude is top drawer, will be a great mep","Samsoprano30",462935734681620480,"polite"
"@IainMcGill Enough already.","Anguscurran",465161067463987200,"polite"
"@FauxFee @DavidCoburnUKip the EU/US have nothing but global dominance and govt takeovers on the agenda, it will all blow up in their faces","gavtheukip",469865848942108672,"polite"
"@ChrisH_SERC @AlexForEurope Many thanks Chris!!","voterossbrown",469593492592001024,"polite"
"@SimonGosden @ShakeyStephens @rattmeister6809 @Nigel_Farage @UKIP its ttge lefties that hate freedom of speech","davyjo2111",465089410527399936,"polite"
"@LawnmowerThomas @sjacksonmp Of course ! I just wanted my thanks to all to STAND OUT! Best Dcb","DCBMEP",472313278631518208,"polite"
"@JimAllister jim what is going on with regards jolene bunting, is she alright?","philiptoilet",471192531125161984,"polite"
"@MarrShow @BBCPolitics fine in the ideal world.  But it's not. At the low pay end of the labour market benefits subsidise employers.","VincentFor2014",465415975576543232,"impolite"
"@MikeEllisUKIP - If elected this is how I intend to conduct my surgery with voters via social media","DavidCoburnUKip",470539371440271360,"polite"
"@Nigel_Farage They're making a joke. That joke is you and your 'party'. Piss off back to 1814.","AmarPankhania",469116714442305536,"impolite"
"Nobody sent me the memo about today's #labourdoorstep uniform @GavinEdwards77 @SebDance http://t.co/rsSQjtC83B","Victoria_Mills",468497483178725376,"polite"
"@NewEuropeans @PiratePUKMaria @allnutt_eu @PiratePartyUK Maria is still not on there, and the election was yesterday. Thanks anyway!","gwalkden",469799657875714048,"polite"
"@Nigel_Farage You're not racist nigel, just an ill informed idiot surrounded by other ill informed idiots. Your comments are ridiculous!","Paul2uall",467950788581818368,"impolite"
"@horatioharry thank you!! :)","IvanaBartoletti",469148219969380352,"polite"
"@raymondfinch Ah.","DonnaInSussex",469632901873926144,"polite"
"The latest scene as the people's army lead by @Nigel_Farage &amp; @paulnuttallukip arrive at Newark #UKIP #UKIPwakefield http://t.co/ZwTpz00yly","proctorsfunfair",471709233688625152,"polite"
"@RufusHound @marcuschown @ronniejoice Not all bad: far left won in Greece, big in Spain. When #austerity really bites the fash offer nothing","cutoid242",470961886163644416,"polite"
"@nickgriffinmep @David_Cameron what a fucking cunt @_Pam3laaa","_cocochanelx",462512552136949760,"impolite"
"EU migration is ‘good for London’, says MEP @GreenJeanMEP http://t.co/fzjM0gPwh2  #migration #VoteGreen2014   ​","islingtongreens",466843555487821824,"polite"
"@xzander1982 Your point?","ShneurOdzeUKIP",471348541395587072,"polite"
"@Nigel_Farage @GerardBattenMEP funny how UKIP have gone unnoticed for years, get a couple of votes then bang - RACISTS! #leftiesinfear","tesstiqular",466314280904577024,"polite"
"@Jamie4Labour @scottishlabour @davidmartinmep @C_Stihler_MEP @Derek4Europe @asim_rel @Coisty_OB thank you Jamie","katrinamurray71",469775285702111232,"polite"
