"url","title","date","author","subject","abstract"
"http://cadmus.eui.eu/handle/1814/22689","Europeanization through Judicial Enforcement? The case of race equality policy","2012","HERMANIN, Costanza",NA,"Ten years after its enthusiastic adoption in 2000, the Race Equality Directive (RED) - a deeply innovative and indeed overall far-reaching piece of equal treatment legislation &ndash; seems to be still little enforced at the level of European courts. Why? Neither a sudden retrenchment of race discrimination in Europe, nor the inaptitude of the policy to generate European Union (EU)-law litigation, can easily explain the scarce signs of the extensive judicial enforcement that characterise other EU equal treatment policies, such as those on EU-nationality, gender and age. This study zooms in on the realm of domestic politics and judicial enforcement to inquire into cross-sectional and cross-national variations in the implementation of EU equal treatment policy. To do so, I rely upon analytical tools developed by three branches of EU studies scholarship &mdash; Europeanization, compliance and judicial politics literature &mdash; and I apply them to the yet unexplored domain of race equality policy. Tracing the process of transposition, in the first place, and analysing case law databases and expert interviews with legal practitioners, in the second place, I inquire into compliance and judicial enforcement in three EU countries: France, Germany and Italy. The findings of this comparative study confirm a very limited judicial enforcement of the RED, especially as domestic patterns of adversarial litigation in the domain of race equality are concerned. I explain this divergence looking at the ‗containment&lsquo; action that domestic policymakers may exert on directives at the moment of transposition. In the case of the RED, this action crucially impinged on aspects likely to determine enforcement dynamics, such as those elements of the process regulating access to judicial redress. This work shows that in the case of a policy measure such as the RED, focused on individual judicial redress and mainly targeted towards disadvantaged end-users, the harmonization of some process elements is crucial to determining converging implementation dynamics. If Europeanization is contained at the moment of transposition, judicial enforcement can be seriously hindered at the national as well as the supranational levels even in presence of domestic legal mobilization. In addition to that, the thesis shows how limited raceconsciousness is to be found in contemporary European jurisprudence as well as in the claims filed by antidiscrimination law applicants."
"http://cadmus.eui.eu/handle/1814/5335","Europolis : constitutional patriotism beyond the nation state","2001","NANZ, Patrizia","Citizenship -- European Union countries; European Union; Multiculturalism -- Europe; Nationalism -- Europe; European Union countries -- Politics and government",NA
"http://cadmus.eui.eu/handle/1814/5120","An evaluation of the making and functioning of the European Union's Common Foreign and Security Policy (CFSP) system","2004","GEGOUT, Catherine","European Union; Security, International; European Union -- Foreign relations",NA
"http://cadmus.eui.eu/handle/1814/5334","Evolution of social policy and the institutional definition of family models : the Italian and Spanish cases in historical and comparative perspective","1999","NALDINI, Manuela","Family policy -- Italy; Family policy -- Spain",NA
"http://cadmus.eui.eu/handle/1814/32124","Evolution rather than revolution : a comparative analysis of the quality of e-democracy","2014","OSTLING, Alina","Internet in public administration; Electronic government information; Political participation -- Technological innovations; Democracy","This thesis examines the democratic advantages and challenges of e-democracy, as well as its impact. The aim is to address some of the theoretical and empirical gaps in the rapidly developing but still emerging field of e-democracy. Moreover, the intention is to assist edemocracy practitioners in tailoring their projects in a way that addresses the particular democratic problems that they are facing. To this purpose, the thesis presents a theoretical frame and indicators to assess the quality of e-democracy projects. The quality is explored through in-depth comparison of five case studies of e-democracy initiatives in Italy, France, Sweden and the UK. Two types of projects are examined: epetitioning and parliamentary informatics (i.e. projects that enable citizens to monitor and engage in legislative activities of parliaments). The thesis provides primary survey evidence from nearly 700 e-democracy participants, as well as from interviews with project stakeholders. In focusing on e-democracy from the user perspective - rather than from the more common perspectives of policy-makers and data/tool providers - and in addressing standards of democratic quality, the thesis contributes to a rebalancing of the e-democracy debate towards civic, over structural and technological characteristics. The e-democracy projects at hand show that ICT improve access and usability of information, facilitate the interaction between citizens and civil society, and offer important stimuli for engagement. The projects manage to attract previously passive citizens and deepen engagement with those who are already involved in politics. However, the downside is that many of the traditionally under-represented groups in politics are even more absent from edemocracy platforms. Moreover, the projects stop short of establishing direct communication between citizens and their representatives, and of achieving policy impact. In fact, my findings confirm that ICT enable new dynamics but that the traditional political institutions remain change resistant. Rather than permitting a revolution, e-democracy contributes to a slow evolution of the political system."
"http://cadmus.eui.eu/handle/1814/5430","The expansion of humanitarian NGOs","2000","WEST, Katarina","Non-governmental organizations; Humanitarian assistance -- Africa",NA
"http://cadmus.eui.eu/handle/1814/22688","Explaining and Assessing Independence: National competition authorities in the EU member states","2012","GUIDI, Mattia",NA,"This Ph.D dissertation aims at answering two questions, which are closely related to each other: 1. How do politicians decide about the independence they give to regulatory agencies? 2. Is there a link between the amount of independence which an agency enjoys and the way in which it performs its tasks? The first question investigates the factors that lead politicians to delegate in the field of competition policy. The second question concerns, more broadly, the relationship between costs and benefits of delegation. This dissertation focuses on national competition authorities (NCAs) in the EU member states, being antitrust one of the few really &ldquo;European&rdquo; policies, enforced in the same way in all the countries by the European Commission and by the NCAs. The main empirical analysis (Chapter 3) tests a theoretical framework, based on both original hypotheses and previous contributions. In order to measure formal independence, an index based on several features of agency autonomy has been developed. The results confirm the two original hypotheses advanced in this work. On the one hand, the degree of independence of NCAs is influenced by political polarisation and by the presence of big firms in the national economy (the higher the polarisation, the higher the negative impact of big firms on independence). On the other hand, independence is related to EU membership: the longer the country has been member of the EU, the more independent the NCA is. These findings have been &ldquo;cross-checked&rdquo; with a series of interviews with expert and members of competition authorities in France, Italy, and Greece (Chapter 4). In Chapter 5, the hypothesis of a relationship between independence and performance has been tested. According to the results of this statistical analysis, greater formal independence leads competition authorities to investigate more cases and to issue more decisions."
"http://cadmus.eui.eu/handle/1814/29622","Explaining divergence in patterns of inter-organisational collaboration among non-profit organisations in Poland and Czech Republic","2013","GABOR, Tomasz","Nonprofit organizations -- Poland; Nonprofit organizations -- Czech Republic","In this thesis I study patterns of inter-organisational collaboration among nonprofits in Czech Republic and Poland. Point of departure constitutes puzzling divergence in patterns of collaboration between these two countries. Cluster analysis conducted on unique set of quantitative data revealed that in Czech Republic significantly more nonprofits manifest ""strongly collaborative"" pattern than in Poland. Those nonprofits have particularly well developed collaborative ties to the government. Interestingly, close collaboration with government do not come at the expense of local ties and accountability to the citizens. Existing regional nonprofit literature has not captured national differences in this respect. Explaining this puzzling divergence constitutes the main goal of this thesis. Building on rational choice and sociological institutionalism I assume that two actors played a central role in shaping patterns of inter-organisational collaboration of nonprofits in Central Europe, i.e. domestic government, through its ""nonprofit policy"", and the European Union, through its main developmental instrument, European Union Structural Funds (""EU SF""). Based on the extensive literature review, analysis of secondary data and more than 50 semi-structured interviews conducted in Poland and Czech Republic I argue that divergence in patterns of collaboration is a consequence of differences in resources and opportunities provided to the nonprofit organizations by domestic governments and EU. Strong ties to the government of the significant part of Czech nonprofit sector are a consequence of relatively generous and centralised public funding available for those organizations, institutionalized opportunities for participation in policy making and activism of the nonprofit community in the pre-accession period. Weak collaborative ties of Polish nonprofits are a result of scarcity and decentralisation of public funds, very limited opportunities for shaping public policy and general distrust towards collaboration with government among the leaders of Polish nonprofit community as well as their limited activism during pre-accession period."
"http://cadmus.eui.eu/handle/1814/11993","Explaining EU decision-making on counter-terrorism","2008","BARROS-GARCIA, Xiana","Terrorism -- Government policy -- European Union countries; Terrorism -- European Union countries -- Prevention; Internal security -- European Union countries; European Union countries -- Politics and government","Prior to 11 September 2001, the counter-terrorist responsibilities overseen by the European Union (EU) were relatively unimportant. Since then, however, member states have decided to engage the EU in a larger number of counter-terrorist issues and, in some cases, empower it to undertake substantial tasks. The EU has thus become an important player in counterterrorism in Europe; notwithstanding the fact that the major actor remains the member states themselves. However, this increase in EU engagement on counter-terrorist issues has varied enormously from one policy area to another. This asymmetric increase lies at the centre of my research question: since 11 September 2001, why have member states conferred important anti-terrorist responsibilities to the EU in some areas - for instance, judicial cooperation in criminal matters - and less significant in others, such as policing? I address this question by investigating the agenda-setting and decision-making processes of two specific EU decisions in each of my two policy area cases (2001-2007). In each case, one decision constitutes a large increase of EU engagement and the other represents a small or zero increase. The two cases are: Judicial Cooperation (European Arrest Warrant and the European Evidence Warrant) and Police Cooperation (EU &lsquo;Pr&uuml;m Measure&rsquo; and failure of the Commission&rsquo;s proposal on the Principle of Availability). In order to explain the research puzzle, I apply a modified version of John Kingdon&rsquo;s &lsquo;Three Strands Model.&rsquo; This enquiry sheds light on the relative influence on decision-making of the occurrence or non-occurrence of a major terrorist attack (i.e. changes in the addressed problem) and the entrepreneurship of the European Commission or of the member state holding the rotating Presidency of the EU Council. The EU member states are the central actors and their preferences are analysed as a means to understand the role played by the logic of consequentialism and the logic of appropriateness, respectively."
"http://cadmus.eui.eu/handle/1814/5142","Explaining failed transitions in Algeria : when the sense of belonging to the same polity does not precede democratization","2006","HAMLADJI, Noura","Algeria -- Politics and government -- 1990-",NA
"http://cadmus.eui.eu/handle/1814/12029","Explaining the Politics of Compliance ad hoc justice in Serbia and Croatia","2009","RAJKOVIC, Nikolas Milan","International Tribunal for the Prosecution of Persons Responsible for Serious Violations of International Humanitarian Law Committed in the Territory of the Former Yugoslavia since 1991; International criminal law; Criminal justice, Administration of -- International cooperation; Serbia -- Politics and government; Croatia -- Politics and government","This thesis attempts to explain the erratic record of compliance with EU and US demands for &lsquo;full cooperation&rsquo; with the International Criminal Tribunal for the former Yugoslavia (ICTY): where both Serbia and Croatia sometimes complied, regularly stalled and often resisted ICTY demands. Further, protracted delays and outright resistance was often exercised in the face of - or in spite of - EU membership conditionality as well as US financial assistance and sanctions. The period of assessment is post-2000, after the fall of both the Milosevic regime in Serbia and the Tudjman regime in Croatia. The key research questions are: How do we best explain the changing pattern of ICTY cooperation and compliance in Post-Milosevic Serbia and Post- Tudjman Croatia? How was it that governments sometimes complied, while at other times resisted cooperation with the ICTY? The Serbian and Croatian cases provide a challenge for conventional IR assumptions regarding the practice of political influence (international theory), the meaning of political compliance (conceptualization) and the study of political action (methodology). Each of these theoretical dimensions is discussed in the opening chapters for the purpose of developing better analytical tools to study influence-making and compliance in international politics. Subsequently, the story of ICTY compliance in Serbia and Croatia is then explored in empirical chapters which identify political facets involved in the making of ICTY justice and ICTY compliance."
"http://cadmus.eui.eu/handle/1814/24004","Exploring Individual Motivation for Social Change: Mobilization of the Muslim brotherhood&rsquo;s youth in prerevolutionary Egypt","2012","POLJAREVIC, Emin",NA,"Islamist activism is on the rise across the Middle East and North Africa. In the light of the post-revolutionary elections in Egypt and Tunisia, Islamist parties are sweeping the polls supported by the overwhelming majority of voters. This dissertation investigates the dynamic of this support for the Egyptian Muslim Brotherhood. The explanation of individual activists&rsquo; motivation behind this form of middle-class activism has been investigated by exploring individual beliefs, emotions and identities. Activists&rsquo; motivational explanations and representation do not develop in a vacuum, outside of a specific context. Explaining the configuration of collective action therefore requires an analysis of a pattern of social characteristics using a spectrum of social movement theories. The long-term contentious relationship between the various Egyptian authoritarian regimes and the Muslim Brotherhood produced an Islamist resistance culture with a particular set of incitements for would be activists. Middle-class activists have primarily been motivated by the Brotherhood&rsquo;s ability to educate its followers through a multi-stage membership process. During this process youth activists have acquired a strengthened sense of individual purpose. They also possess organizational skills and have successfully ascended the social ladder, leading to a feeling of moral superiority and a degree of personal autonomy even within an authoritarian sociopolitical context. The social movement organization serves as a facilitator of structured dissent and its success depends ultimately on its ability to recognize the basic needs of a frustrated population. Sympathizers of a particular social movement organization in turn seek realistic forms of dissent which correspond to their system of values and practices."
"http://cadmus.eui.eu/handle/1814/6914","Exploring leader effectiveness: the presidency of the European Commission","2006","BOUCHER, Simon","European Union -- Presidents; Leadership -- European Union Countries; European Union -- Officials and employees",NA
"http://cadmus.eui.eu/handle/1814/36159","Faith and citizenship among the Nur community in Turkey : a study in Islamic socio-political imagination","2015","TEDESCO, Maria Concetta",NA,"Through an ethnographic study of sohbet meetings and patterns of civic and political engagement of the Nur community in Turkey, this thesis examines the processes through which Islamic socio-political imaginaries are constructed and subsequently turned into practice. The phrase &lsquo;socio-political imaginary&rsquo; is used in the meaning given to it by Charles Taylor. According to the author, a social imaginary is the transformation of social theory into the profound normative notions and imagines that enable common people&rsquo;s practice of society. Applying this analytical tool to the study of an Islamic community allows the researcher to fill in a gap of time and space existing in the literature about Islamic movements. In terms of time, it allows the researcher to focus the investigation on a little theorized step in the process of mobilization by religious actors that is, the cognitive elaboration of a socio-political project before mobilization around that project is organized. In terms of space, it grasps the intermediate level of cognition existing between the theological elaboration on politics and society promoted by religious scholars and the masses&rsquo; practical knowledge of the social realm constituted by a set of instinctive beliefs and judgments. Finally, the concept of social imaginary allows the researcher to analyse discourse and practice as mutually sustaining elements that together define a social actor&rsquo;s function and position in society. Unravelling this dynamic interaction means going back and forth, both temporally and cognitively, between imagination and acts and recognizing that the discourse in itself can be influenced by the social space for which it provides a map."
"http://cadmus.eui.eu/handle/1814/27182","Families in migration through the gender lens : a study of Polish transmigrants in Ireland","2013","MUSZEL, Magdalena","Poland -- Emigration and immigration; Immigrant families -- Social aspects -- Poland; Immigrants -- Family relationships &ndash; Poland; Ireland -- Emigration and immigration","This thesis tries to determine the impact of transnational family migration on the gendered division of labour and power dynamics between the couples either entrenching inequalities and traditional roles, or challenging and changing them. It shows also how ideas about gender shape transnational family migration patterns, and affect the individual family life of transmigrants. And eventually, it examines the social and family-related consequences of these processes. The research questions have been formulated as follows: How do gender role beliefs and family gender arrangement (gender practice, family gender organization) affect transnational family migration? And how are gender role beliefs and family gender arrangements affected by transnational family migration? It is crucial to stress that the answer to these questions will shed light on potential gender transitions, its directions, circumstances and social and familial consequences of transnational family migration. In order to explain the research problem from a dynamic perspective and distinguish various transnational family phases, I introduce three stages which I call  pre-transnational, transnational and post-transnational family stage. The pre-transnational stage refers in retrospect to the time of decision making process about migration, the transnational family stage is about the time of transnational family separation due to migration and the nature of family life during this time while the post-transnational family stage considers the time after family reunification which in my thesis is limited only to the reunification in Ireland.An important part of the thesis is a chapter that is dedicated to the role of Polish Church in Ireland and the correlation of migrant&rsquo;s religiosity and their gender roles."
"http://cadmus.eui.eu/handle/1814/30899","Family cultures : residential independence and family ties of university students in Italy and Germany","2013","L&Uuml;TZELBERGER, Therese","Family -- Italy; Students -- Social conditions -- Italy; Family -- Germany; Students -- Social conditions -- Germany","European societies differ in the role that family relations have in the life of their members, for example, in the provision of care, in work relationships and in living arrangements. While southern European societies can be described as family-centred or familialistic, northern Europeans are regarded as rather individualistic. This study shows that the departure of young people from the parental home is a key element in explaining these differences.  Young southern Europeans usually (not only since the recent economic crisis) leave the parental home later than their northern European peers. A thorough examination of the literature on this topic, including studies in sociology, geography, history, economics, anthropology, and psychology, reveals that this behavioural difference is not merely the result of favourable or unfavourable economic conditions. From open-ended interviews with university students and their parents in Italy and Germany (N=43), it was possible to reconstruct different social norms and opposed patterns of interpreting reality that support either the early residential independence of young people or their coresidence with parents. These socially shared patterns of interpretation concern various aspects of the transition to adulthood, such as the role of parents as advisors of their children; the preparation of young people for their future lives; and the expectations regarding meritocracy in the labour market. The interviews, furthermore, illustrate how these norms and meanings are transmitted from one generation to the next in the socialisation process.  Having their roots in the period before the Industrial Revolution, the different patterns of leaving home have considerably shaped northern and southern European societies over time. The study points out that residential independence during education and early career can be a source for innovation and social change as well as a triggering factor for economic growth and for the development of public welfare institutions."
"http://cadmus.eui.eu/handle/1814/40985","Fertility in time of economic crisis : the Great Recession effects on childbearing in the United States","2016","COMOLLI, Chiara Ludovica",NA,"This dissertation addresses the effects of the Great Recession on childbearing, focusing in particular on how economic and employment insecurity affects the transition to first birth in the United States. Chapter II offers an in-depth macro analysis of the effect of the Great Recession on fertility rates in the United States and in Europe. The chapter goes beyond the standard analysis of the relationship between unemployment rates and total fertility rates by using other macroeconomic indicators, such as public debt risk and an economic policy uncertainty index. Results show a strong negative correlation between such indicators and birth rates both in Europe and in the United States.  Chapters III and IV investigate micro-level childbearing dynamics in the US, and the mechanisms linking employment insecurity and the transition to first birth. They further address the link between macroeconomic indicators of the crisis and individual demographic behaviors. Chapter III shows that the probability of having the first child depends on couples' employment dynamic and that, compared to dual earners, all working status combinations are detrimental for childbearing, including those couples where women are housewives. The income effect seems to explain the results, while I find no evidence of an opportunity cost mechanism at play. Chapter IV focuses on women and on the impact of intergenerational social mobility on the transition to the first birth. The findings confirm Easterlin's theory (1961, 1976) of resources and aspirations: during the crisis, American women become mothers earlier if they are socioeconomically non-downwardly mobile with respect to their parents. Finally, this thesis shows a negative effect of the crisis on the extensive margin of fertility for women close to the limits of biological fertility. The latter is a crucial result related to the debate on the temporary versus permanent effect of business cycles' fluctuations on fertility. Chapter V studies childless women close to the end of their reproductive life, for whom any further birth postponement is likely to slide into permanent childlessness. The analysis is based on a novel research design implemented in order to go beyond the associational analysis. A difference-in-difference estimate, applied to pseudo-cohorts of childless White American women, identifies the (positive) causal effect of the Great Recession on permanent childlessness."
"http://cadmus.eui.eu/handle/1814/5401","Fog in Channel : continent obscured an examination of the European dimension of Scottish and English education and culture policies","2002","TAYLOR, Katherine","European integration -- Great Britain",NA
"http://cadmus.eui.eu/handle/1814/5318","Foreign investment in contemporary Russia : the problem of managing capital entry","1992","KUZNETSOV, Andrei I.","Investments, Foreign -- Russia; Imports -- Russia",NA
"http://cadmus.eui.eu/handle/1814/5432","The formation of a 'European political elite'? : The British in the directly-elected European Parliament,1979-1992","1992","WESTLAKE, Martin","European Parliament -- Elections; European Economic Community -- Great Britain; Elite (Social sciences) -- Great Britain",NA
"http://cadmus.eui.eu/handle/1814/5329","The fragility of liberty : a reconstruction of republican citizenship","2001","MOURITSEN, Per","Republicanism -- Political aspects; Citizenship",NA
"http://cadmus.eui.eu/handle/1814/5144","Framing the public : three case studies in public participation in the governance of agricultural biotechnology","2005","HANSEN, Janus","Agricultural biotechnology; Biotechnology -- Europe -- Public opinion; Biotechnology -- Political aspects -- European Union countries","Ideas about public engagement with controversial technologies are growing in political prominence. This dissertation delivers a theoretically grounded, empirical analysis of why active public involvement is considered to be of growing importance for the legitimate use of new technologies. It examines the different social dynamics influencing actual attempts to engage the public and the difficulties encountered. Janus Hansen argues that while there are strong normative reasons to further public engagement with the regulation of controversial technologies, there are also strong sociological reasons to reflect carefully on what such engagement can realistically achieve. This dissertation delivers conceptual tools and empirical analyses to support such reflections based on in-depth case studies of important attempts to engage public concerns across Europe."
"http://cadmus.eui.eu/handle/1814/10465","French and German foreign policy with regard to Israel-Palestine, 1998-2005","2007","LLORCA, S&eacute;bastien","France -- International relations -- Israel; Germany -- International -- Israel; France -- International -- Palestine; Germany -- International -- Palestine","Palestine between 1998 and 2005. Special attention is also drawn to the period of Sharon&rsquo;s mandate and the Al-Aqsa Intifada (2001-2005). The thesis has two main objectives. The first is to draw a clearer picture of the ways in which French and German foreign policy towards Israel- Palestine has been socially constructed. The second is to better understand the reasons why France and Germany, key powers at the heart of the EU, did not furnish the efforts required in order to broker a peace deal in the Middle East that lived up to their own - as well as the EU&rsquo;s - rhetoric and official 'dedication' to the conflict. First, I consider the respective processes of foreign policy making in France and Germany. After examining bilateral relations between France, Germany, Israel and the Palestinian Authority, I shed some light on the evolution of French and German national &lsquo;positions&rsquo; and identify those who have played an important role in shaping this process. Subsequently, I propose to evaluate how foreign policy makers and leaders eventually take decisions. I therefore highlight major domestic and external sources of influence, and study how foreign policy makers prioritise among conflicting interests and such influential factors. Finally, I suggest in what respect these actors gave, or failed to give, their national diplomacy a vision, a strategy and solid boundaries within which to work. At first sight, it might be said that the dominant role of the United States in the Middle East, combined with internal divisions in Europe, in large part explain the weakness of France, Germany and the EU in the Middle East diplomatic arena between 1998 and 2005. However, my research also specifically tests the hypothesis that the collective memory of the Holocaust, its contemporary use and its cultural domestic meaning, in both France and Germany, have been central and even decisive in the elaboration of their respective positions. The set of norms and values linked to collective memory and shared by key decision-makers has constituted a major paralysing factor. In other words, a sense of historical responsibility and of Israeli 'exceptionalism' has developed in France and Germany. This has shaped the perception of the conflict and prevented both countries, and the EU itself, from playing a more pro-active role in the peace negotiations. From a theoretical perspective, this research contributes to foreign policy analysis in the field of International Relations. In addition, the focus on the social construction of a particular foreign policy clearly places this research in the constructivist tradition. However, the thesis is not primarily designed as an argument in favour or against a particular approach. Neither is the conflict merely a &lsquo;case-study&rsquo;, aimed at highlighting the weaknesses of any pre-conceived theoretical concepts or tools. The objective is to demonstrate the ways in which a particular set of norms and values, both in France and in Germany, may exert a decisive influence at various stages of the foreign policy making process."
"http://cadmus.eui.eu/handle/1814/5362","From Bismarck to benchmark : German federal administration at the cross-roads","2000","RESEN, Ole Morten","Public administration -- Germany",NA
"http://cadmus.eui.eu/handle/1814/5146","From ethnicity to religion : the shifting identities of young Muslims in Britain and France","2003","HASHMI, Nadia","Muslims -- Great Britain; Muslims -- France",NA
"http://cadmus.eui.eu/handle/1814/5311","From leadership to cooperation : the role of Turkish state in bargaining with foreign investors in the 1980s","1997","LEANDER, Anna","Investments, Foreign -- Turkey",NA
"http://cadmus.eui.eu/handle/1814/5384","From monopoly to competition : institutional reforms and the compatrative analysis of pricing policies in British and French telecoms :1980-2000","2003","SEROT, Alexandre","Pricing -- Great Britain; Pricing -- France; Telecommunication -- Great Britain; Telecommunication -- France",NA
"http://cadmus.eui.eu/handle/1814/5294","From possible worlds to conflicting worlds : a sociological approach to semantics","1997","MALRIEU, Jean-Pierre","Cognition; Ideology; Discourse analysis; Evaluation; Semantics",NA
"http://cadmus.eui.eu/handle/1814/5330","From relational employment to relational contracting : theory and evidence of dependant self-employment","2004","MUEHLBERGER, Ulrike","Labor market",NA
"http://cadmus.eui.eu/handle/1814/6346","From the crisis de trabajo to the tasa de desempleo : unemployment in Spain viewed through the history of its statistical representation (1880-1980)","2006","GOMEZ GARRIDO, Maria","Unemployment -- Spain -- Statistics; Labor supply -- Spain",NA
"http://cadmus.eui.eu/handle/1814/5238","Gaining access to the European Union: a theoretical framework and empirical study of corporate lobbying in the European Union","2002","BOUWEN, Pieter","Lobbying -- European Union countries",NA
"http://cadmus.eui.eu/handle/1814/34843","Gender and sexual politics in Europe : queer festivals and their counterpublics","2014","ELEFTHERIADIS, Konstantinos","Queer theory -- Europe; Gays -- Political activity -- Europe; Gay activists -- Europe","Queer festivals make up a part of the legacy of queer activism, as it has developed in North America and Europe from the late 80s onwards. Their political discourse is based on a confrontational style of address, while their content is largely inspired by poststructuralist views of identities as a tool through which power operates (Butler, 1990). However, the 'constant deconstruction of identities&hellip; undermine[s] the claims to strength and unity of their own rights movement' (Jasper et al., forthcoming: 29). The anti-identity paradox (Jasper et al., forthcoming; or the 'queer dilemma', Gamson, 1995) entails the failure to avoid the construction of a new identity, built precisely on the same discourse it attempts to deconstruct. Thus, the following puzzle emerges: If we assume that queer politics are based on this 'anti-identity' paradox, on which kind of identity, then, can they mobilize? In other words, given that the identity they attempt to build leads to their selfdestruction, how can queer politics, over time, strengthen and spread across Europe?"
"http://cadmus.eui.eu/handle/1814/5212","Gender and the military: a comparative study of the partecipation of women in the Armed Forces of western democracies","2004","CARREIRAS, Helena","North Atlantic Treaty Organization -- Armed Forces -- Women; Europe, Western -- Armed Forces -- Women; Women and the military; Women soldiers; Sex role; Sociology, Military",NA
"http://cadmus.eui.eu/handle/1814/40346","Gender differences in the labor market : a comparative study of contemporary societies","2016","D&Auml;MMRICH, Johanna","Sex discrimination in employment; Sex role in the work environment; Labor market -- Sex differences; Women -- Employment","The aim of this thesis is to analyze gender differences across contemporary societies, with the following main research questions: First, do gender differences exist among labor market entrants and the whole labor market population? And does the extent of gender differences vary from country to country? Second, can conventional country groupings and countryspecific characteristics &ndash; family policies, the gender culture, and labor market related setups &ndash; contribute to the explanation of this country variation? To answer my research questions, I rely on comparative cross-sectional data from the Labour Force Survey (LFS) from 2009 and 2013 and the Programme for the International Assessment of Adult Competencies (PIAAC) from 2011/12. The main empirical analysis strategy is twostep multilevel models. I distinguish between a horizontal and a vertical dimension of gender differences in the labor market and examine several different indicators to offer a comprehensive picture of gender differences. At labor market entry, horizontal gender differences seem to be already pronounced in all countries, while my findings indicate that females are not yet disadvantaged in vertical gender inequalities (in terms of entering high-status occupations) in several countries. In turn, for the whole labor market population, I find a female disadvantage in working in supervisory positions and participating in employer-financed training in nearly all countries. Countries vary notably in the extent of their gender differences, indicating that countryspecific setups play a role. For horizontal gender differences at labor market entry, however, I can not identify a strong association with any of the theoretically important macro factors I examined: Neither the gender culture nor the share of women in public sector employment contributes notably to explaining country variation. In contrast, females seem to have better chances of entering high-status occupations and participating in employer-sponsored training in countries with family policies supporting females' full-time and continuous employment (i.e., shorter parental leave and higher childcare provision). I further identify a more traditional gender culture to be detrimental to women's chances of participating in employersponsored training. Finally, females disadvantage in entering high-status and supervisory positions is higher in countries with higher female employment."
"http://cadmus.eui.eu/handle/1814/5160","The gender division of welfare : the British and German welfare states compared","1996","DALY, Mary E.","Public welfare -- Great Britain; Public welfare -- Germany; Women -- Great Britain -- Economic conditions; Women -- Germany -- Economic conditions; Income distribution -- Great Britain; Income distribution -- Germany; Welfare state",NA
"http://cadmus.eui.eu/handle/1814/29632","Gender inequality among political elites in comparative perspective","2013","HANSSON, Jenny L.","Sex discrimination against women -- Sweden; Sex discrimination against women -- Germany; Women in politics -- Sweden; Women in politics -- Germany","Are gender inequalities in work/life outcomes apparent among those positioned at the powerful top of society&rsquo;s hierarchy, and if so, why? There is currently a lack of consistent knowledge about what happens to those women who have reached the most influential positions of society, and about whether (and how) their situation differs from that of their male counterparts. This is particularly so in the case of political elites, about whom very few current studies exist. This thesis investigates gender and individual-level work/life outcomes among political elites (national parliamentarians) comparing two cases: Sweden and Germany. The research builds on empirical investigations from self-collected survey data covering finite populations of Swedish and German national parliamentarians. Parts of this political elite data are further matched to existing, large-scale databases from the European Social Survey, consisting of representative samples of general citizens, and of general elites, of the two nations. This allows reference comparisons to be made between the political elites and average citizens of the respective countries. To provide additional depth to the findings, the quan-titative investigation was also complemented by a qualitative interview study. The results showed gender inequality in the strength of demand and support experienced in the home-sphere of the political elites (such as concerning household work and functional partner sup-port). These gender discrepancies were more pronounced in the case of Germany than in Sweden. However, gender equality was observed concerning perceived career and influence possibilities in the work-sphere, and concerning general subjective well-being, in both the German and Swedish case of political elites."
"http://cadmus.eui.eu/handle/1814/5319","Giving development: responsibility and efficiency in the European development discourse towards the ACP countries (1970s-1990s)","2002","KARAGIANNIS, Nathalie","Economic development; Developing countries -- Economic conditions; Developing countries -- Social conditions; European Union countries -- Foreign economic relations -- Developing countries; Developing countries -- Foreign economic relations -- European Union countries; Economic assistance, European -- Developing countries; Postcolonialism","Post-colonial European politics have undergone profound changes. Constructing an intellectual history of European development discourse, this book brings together post-structuralist and critical approaches to understanding development. Nathalie Karagiannis analyses three key terms of European development discourse: &lsquo;responsibility&rsquo;, &lsquo;efficiency&rsquo; and &lsquo;giving&rsquo;. Situating these terms in a concrete history of European post-colonial politics, the author shows how European policy has shifted from accepting responsibility for colonialism &ndash; constructed as it is on the paternalistic model of the gift &ndash; to a more amnesiac politics in which post-colonial countries are responsible for their own fate. In this way, Karagiannis illustrates that efficiency has become the overriding goal of development, and that the relationship between &lsquo;developed&rsquo; and &lsquo;developing&rsquo; countries is mainly defined by considerations pertaining to market capitalism."
"http://cadmus.eui.eu/handle/1814/5251","Gleichberechtigung und Leistungsprinzip: M&ouml;glichkeiten und Grenzen der Frauenfoerderung im Kontext der Entstehungsgeschichte des deutschen &ouml;ffentlichen Dienstes und der Verwaltungsreform in der Bundesrepublik Deutschland","1999","DI LUZIO, Gaia","Public administration -- Germany",NA
"http://cadmus.eui.eu/handle/1814/5379","Global norms and regime change : Kenya and Uganda in comparative perspective","1999","SCHMITZ, Hans-Peter","Human rights -- Kenia; Human rights -- Uganda",NA
